NAME	TITLE	SCORE	
MTND4P26	MT-ND4 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:42213]	0.0023823276	
NUDCP2	nuclear distribution C pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:8047]	0.0023797208	
NKAIN2	sodium/potassium transporting ATPase interacting 2 [Source:HGNC Symbol;Acc:HGNC:16443]	0.0023744463	
ARMH3	armadillo like helical domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25788]	0.0023652462	
TRNP1	TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]	0.0023615449	
CRYGS	crystallin gamma S [Source:HGNC Symbol;Acc:HGNC:2417]	0.002353206	
PRUNE1	prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420]	0.0023511392	
FAM86KP	family with sequence similarity 86 member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:44098]	0.0023509227	
GPR132	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]	0.0023469354	
H3-3B	H3.3 histone B [Source:HGNC Symbol;Acc:HGNC:4765]	0.0023460498	
SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]	0.002341889	
ETV2	ETS variant transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3491]	0.002339559	
NANOS3	nanos C2HC-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:22048]	0.0023394066	
CETP	cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869]	0.0023384031	
KCNS3	potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]	0.00233719	
ENSG00000205890	novel transcript, antisense to CCDC64B	0.0023359617	
CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6 [Source:HGNC Symbol;Acc:HGNC:13625]	0.0023336688	
SGMS1-AS1	SGMS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49683]	0.0023289998	
PMF1	polyamine modulated factor 1 [Source:HGNC Symbol;Acc:HGNC:9112]	0.0023283109	
SNORD14E	small nucleolar RNA, C/D box 14E [Source:HGNC Symbol;Acc:HGNC:30354]	0.0023271758	
CCDC65	coiled-coil domain containing 65 [Source:HGNC Symbol;Acc:HGNC:29937]	0.0023240624	
ICE2P2	interactor of little elongation complex ELL subunit 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48857]	0.0023230312	
DDX3P3	DEAD-box helicase 3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42173]	0.0023217166	
HNRNPRP1	heterogeneous nuclear ribonucleoprotein R pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44907]	0.0023197257	
TLDC2	TBC/LysM-associated domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16112]	0.0023190733	
PLA2G6	phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039]	0.0023188516	
COL4A3	collagen type IV alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2204]	0.0023149718	
TUB-AS1	TUB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51120]	0.0023134723	
GLRA4	glycine receptor alpha 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31715]	0.0023128807	
IL15	interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]	0.0023089803	
INPPL1	inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]	0.0023089044	
LRRIQ4	leucine rich repeats and IQ motif containing 4 [Source:HGNC Symbol;Acc:HGNC:34298]	0.002303107	
NPIPB4	nuclear pore complex interacting protein family member B4 [Source:HGNC Symbol;Acc:HGNC:41985]	0.002300404	
ZNF236	zinc finger protein 236 [Source:HGNC Symbol;Acc:HGNC:13028]	0.0022975146	
RNU6-531P	RNA, U6 small nuclear 531, pseudogene [Source:HGNC Symbol;Acc:HGNC:47494]	0.0022959732	
LLGL1	LLGL scribble cell polarity complex component 1 [Source:HGNC Symbol;Acc:HGNC:6628]	0.0022907574	
PGLYRP4	peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:HGNC:30015]	0.002287576	
RPL23AP60	ribosomal protein L23a pseudogene 60 [Source:HGNC Symbol;Acc:HGNC:35966]	0.0022824556	
PPP6R1	protein phosphatase 6 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:29195]	0.0022765836	
USP21P1	USP21 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54618]	0.0022741752	
PNMA6A	PNMA family member 6A [Source:HGNC Symbol;Acc:HGNC:28248]	0.002268027	
TRA2B	transformer 2 beta homolog [Source:HGNC Symbol;Acc:HGNC:10781]	0.0022643276	
HNRNPDLP2	HNRNPDL pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48753]	0.0022538006	
POLR2H	RNA polymerase II, I and III subunit H [Source:HGNC Symbol;Acc:HGNC:9195]	0.0022478865	
SLC35B3	solute carrier family 35 member B3 [Source:HGNC Symbol;Acc:HGNC:21601]	0.0022431174	
CSMD3	CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291]	0.00224122	
PGP	phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]	0.0022343853	
FAR2P1	fatty acyl-CoA reductase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49284]	0.0022324412	
RNF182	ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522]	0.0022318827	
MS4A14	membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706]	0.002231184	
RPL12P14	ribosomal protein L12 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:36495]	0.0022247653	
RPL26L1-AS1	RPL26L1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55914]	0.002224578	
LINC00900	long intergenic non-protein coding RNA 900 [Source:HGNC Symbol;Acc:HGNC:27444]	0.002219766	
NSUN5	NOP2/Sun RNA methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:16385]	0.002217449	
TBX1	T-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11592]	0.0022149417	
FAF2P1	Fas associated factor family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45172]	0.00220714	
S100A1	S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486]	0.0022070294	
YJU2B	YJU2 splicing factor homolog B [Source:HGNC Symbol;Acc:HGNC:28118]	0.0022050887	
CLEC3B	C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891]	0.002204606	
TBC1D30	TBC1 domain family member 30 [Source:HGNC Symbol;Acc:HGNC:29164]	0.002204061	
PTGER1	prostaglandin E receptor 1 [Source:HGNC Symbol;Acc:HGNC:9593]	0.0021999867	
UCHL5	ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678]	0.0021993169	
LINC01273	long intergenic non-protein coding RNA 1273 [Source:HGNC Symbol;Acc:HGNC:50329]	0.0021945827	
MSH5	mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]	0.002191534	
MED26	mediator complex subunit 26 [Source:HGNC Symbol;Acc:HGNC:2376]	0.0021901205	
ART4	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group) [Source:HGNC Symbol;Acc:HGNC:726]	0.0021885948	
TICAM1	TIR domain containing adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:18348]	0.0021880094	
CTTN-DT	CTTN divergent transcript [Source:HGNC Symbol;Acc:HGNC:55592]	0.0021841049	
ATXN7L3P1	ATXN7L3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54980]	0.002180584	
PVRIG	PVR related immunoglobulin domain containing [Source:HGNC Symbol;Acc:HGNC:32190]	0.0021772268	
PDK2	pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]	0.0021770985	
MPHOSPH10P2	MPHOSPH10 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55688]	0.0021766515	
PAQR8	progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]	0.002176109	
SPICE1	spindle and centriole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:25083]	0.0021748596	
CPLANE1	ciliogenesis and planar polarity effector complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25801]	0.002173325	
ARHGAP31-AS1	ARHGAP31 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41235]	0.0021698705	
POLDIP2	DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]	0.0021658519	
TRMT1P1	TRMT1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55145]	0.0021642009	
GVINP1	GTPase, very large interferon inducible pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:25813]	0.0021640826	
TRAF3IP3	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]	0.0021615312	
SLC9A4	solute carrier family 9 member A4 [Source:HGNC Symbol;Acc:HGNC:11077]	0.0021602423	
RNU6-611P	RNA, U6 small nuclear 611, pseudogene [Source:HGNC Symbol;Acc:HGNC:47574]	0.0021550523	
HDAC2-AS2	HDAC2 and HS3ST5 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:43590]	0.0021528834	
MYO1F	myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]	0.0021507496	
PAICSP1	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8588]	0.002150258	
CCNY	cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]	0.002149337	
EMP2P1	EMP2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54651]	0.0021472205	
TMEM198B	transmembrane protein 198B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:43629]	0.0021469367	
FADS6	fatty acid desaturase 6 [Source:HGNC Symbol;Acc:HGNC:30459]	0.0021435833	
C19orf73	chromosome 19 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:25534]	0.0021366905	
PGPEP1	pyroglutamyl-peptidase I [Source:HGNC Symbol;Acc:HGNC:13568]	0.0021334945	
FBXW9	F-box and WD repeat domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28136]	0.0021325503	
ACY1	aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]	0.002128963	
RPL9P25	ribosomal protein L9 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36112]	0.0021268588	
IFRD2	interferon related developmental regulator 2 [Source:HGNC Symbol;Acc:HGNC:5457]	0.002121231	
C1QC	complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245]	0.0021204306	
PINK1-AS	PINK1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:38872]	0.0021185847	
DDN	dendrin [Source:HGNC Symbol;Acc:HGNC:24458]	0.0021092177	
CLUL1	clusterin like 1 [Source:HGNC Symbol;Acc:HGNC:2096]	0.0021081597	
S100A11	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]	0.0021077136	
CKM	creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]	0.0021005964	
RPS23P1	ribosomal protein S23 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16043]	0.0020986649	
CACNA1D	calcium voltage-gated channel subunit alpha1 D [Source:HGNC Symbol;Acc:HGNC:1391]	0.0020932897	
HNRNPA3P12	heterogeneous nuclear ribonucleoprotein A3 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:48758]	0.002090945	
CLEC2L	C-type lectin domain family 2 member L [Source:HGNC Symbol;Acc:HGNC:21969]	0.002089571	
RMST	rhabdomyosarcoma 2 associated transcript [Source:HGNC Symbol;Acc:HGNC:29893]	0.002089195	
MCOLN3	mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]	0.0020839572	
DNAJC7	DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392]	0.0020836256	
NPY1R	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:HGNC:7956]	0.0020735366	
ATF4P3	activating transcription factor 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:788]	0.0020722991	
TMLHE	trimethyllysine hydroxylase, epsilon [Source:HGNC Symbol;Acc:HGNC:18308]	0.0020715948	
B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:24139]	0.002069306	
CYP4F11	cytochrome P450 family 4 subfamily F member 11 [Source:HGNC Symbol;Acc:HGNC:13265]	0.002068734	
RN7SL333P	RNA, 7SL, cytoplasmic 333, pseudogene [Source:HGNC Symbol;Acc:HGNC:46349]	0.0020685086	
RPL27	ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328]	0.0020655447	
CHMP3-AS1	CHMP3 and RNF103 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55795]	0.0020636714	
NOX4	NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]	0.0020634132	
RASA2	RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:HGNC:9872]	0.002063318	
TSACC	TSSK6 activating cochaperone [Source:HGNC Symbol;Acc:HGNC:30636]	0.0020625524	
ZNF573	zinc finger protein 573 [Source:HGNC Symbol;Acc:HGNC:26420]	0.0020537868	
PSPHP1	phosphoserine phosphatase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9578]	0.0020472284	
DBIL5P	diazepam binding inhibitor-like 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:38519]	0.0020441876	
AMY2B	amylase alpha 2B [Source:HGNC Symbol;Acc:HGNC:478]	0.0020425918	
PRDM15	PR/SET domain 15 [Source:HGNC Symbol;Acc:HGNC:13999]	0.00204256	
SNORA7B	small nucleolar RNA, H/ACA box 7B [Source:HGNC Symbol;Acc:HGNC:32593]	0.002039873	
VPS33B	VPS33B late endosome and lysosome associated [Source:HGNC Symbol;Acc:HGNC:12712]	0.0020391261	
NUP42	nucleoporin 42 [Source:HGNC Symbol;Acc:HGNC:17010]	0.0020273312	
SUMO2P21	SUMO2 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:55054]	0.0020239782	
ZNF184	zinc finger protein 184 [Source:HGNC Symbol;Acc:HGNC:12975]	0.002022903	
PTGDS	prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592]	0.0020214831	
GJB2	gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284]	0.0020187446	
RNA5SP383	RNA, 5S ribosomal pseudogene 383 [Source:HGNC Symbol;Acc:HGNC:43283]	0.00201739	
ENSG00000250286	novel transcript, antisense to EPN3	0.0020150675	
ENSG00000205794	acyl-CoA thioesterase 7 (ACOT7) pseudogene	0.0020141623	
CSPG4BP	chondroitin sulfate proteoglycan family member 4B, pseudogene [Source:HGNC Symbol;Acc:HGNC:51505]	0.0020139283	
RNA5SP315	RNA, 5S ribosomal pseudogene 315 [Source:HGNC Symbol;Acc:HGNC:43215]	0.0020074293	
IL21R	interleukin 21 receptor [Source:HGNC Symbol;Acc:HGNC:6006]	0.0020017729	
PCDHGA1	protocadherin gamma subfamily A, 1 [Source:HGNC Symbol;Acc:HGNC:8696]	0.0019985377	
SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase [Source:HGNC Symbol;Acc:HGNC:30605]	0.0019954112	
RPL17P43	ribosomal protein L17 pseudogene 43 [Source:HGNC Symbol;Acc:HGNC:35996]	0.0019935216	
H2BC18	H2B clustered histone 18 [Source:HGNC Symbol;Acc:HGNC:24700]	0.0019908461	
LSMEM2	leucine rich single-pass membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:26781]	0.0019843287	
LAD1	ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472]	0.0019740006	
CSNK1A1L	casein kinase 1 alpha 1 like [Source:HGNC Symbol;Acc:HGNC:20289]	0.0019739585	
STRIP2	striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209]	0.0019725333	
TMEM53	transmembrane protein 53 [Source:HGNC Symbol;Acc:HGNC:26186]	0.001970327	
MEP1A	meprin A subunit alpha [Source:HGNC Symbol;Acc:HGNC:7015]	0.0019691677	
ABCA5	ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]	0.0019634345	
HTR7P1	5-hydroxytryptamine receptor 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30411]	0.0019624706	
LINC02924	long intergenic non-protein coding RNA 2924 [Source:HGNC Symbol;Acc:HGNC:55719]	0.00195974	
DSCAM	DS cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:3039]	0.0019567795	
MIR324	microRNA 324 [Source:HGNC Symbol;Acc:HGNC:31767]	0.001956227	
PABPC4-AS1	PABPC4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40424]	0.001955072	
UBA52P3	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:20056]	0.0019537841	
SIAH3	siah E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30553]	0.0019529394	
LINC00882	long intergenic non-protein coding RNA 882 [Source:HGNC Symbol;Acc:HGNC:48568]	0.0019526457	
MIR186	microRNA 186 [Source:HGNC Symbol;Acc:HGNC:31557]	0.0019468577	
FKBP9P1	FKBP prolyl isomerase 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23568]	0.001942026	
CDKN1C	cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]	0.0019383038	
IFITM9P	interferon induced transmembrane protein 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:33972]	0.0019330584	
LINC02798	long intergenic non-protein coding RNA 2798 [Source:HGNC Symbol;Acc:HGNC:54323]	0.0019322777	
RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859]	0.0019309239	
LARP1BP1	LARP1B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37097]	0.0019291445	
MICALL1	MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]	0.001926561	
LINC02941	long intergenic non-protein coding RNA 2941 [Source:HGNC Symbol;Acc:HGNC:55956]	0.0019260674	
EBAG9P1	EBAG9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45233]	0.0019235905	
NPIPB12	nuclear pore complex interacting protein family member B12 [Source:HGNC Symbol;Acc:HGNC:37491]	0.001920237	
SOX13	SRY-box transcription factor 13 [Source:HGNC Symbol;Acc:HGNC:11192]	0.0019164522	
KRT8P10	keratin 8 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:33364]	0.0019128064	
KCND1	potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]	0.0019078037	
SNORD35B	small nucleolar RNA, C/D box 35B [Source:HGNC Symbol;Acc:HGNC:17365]	0.0019071227	
TULP2	TUB like protein 2 [Source:HGNC Symbol;Acc:HGNC:12424]	0.0019013898	
SEPTIN14P6	septin 14 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:51690]	0.0018969978	
SRPRB	SRP receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:24085]	0.0018961441	
SIGLEC10	sialic acid binding Ig like lectin 10 [Source:HGNC Symbol;Acc:HGNC:15620]	0.0018957544	
FEN1	flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650]	0.001894756	
FLNC-AS1	FLNC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53474]	0.0018908551	
C1QBPP2	complement C1q binding protein pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51618]	0.0018892603	
H3P36	H3 histone pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:42030]	0.0018890519	
ARSB	arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]	0.0018833216	
ZNF491	zinc finger protein 491 [Source:HGNC Symbol;Acc:HGNC:23706]	0.0018784362	
ANGPTL8	angiopoietin like 8 [Source:HGNC Symbol;Acc:HGNC:24933]	0.001875188	
CSRP2	cysteine and glycine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2470]	0.0018750473	
FAF2	Fas associated factor family member 2 [Source:HGNC Symbol;Acc:HGNC:24666]	0.0018718825	
EIF5AL1	eukaryotic translation initiation factor 5A like 1 [Source:HGNC Symbol;Acc:HGNC:17419]	0.0018693919	
MRNIP-DT	MRNIP divergent transcript [Source:HGNC Symbol;Acc:HGNC:56030]	0.0018652969	
ZNF805	zinc finger protein 805 [Source:HGNC Symbol;Acc:HGNC:23272]	0.0018646457	
HMBS	hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]	0.0018620581	
EIF4HP2	eukaryotic translation initiation factor 4H pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49036]	0.0018594423	
SZT2	SZT2 subunit of KICSTOR complex [Source:HGNC Symbol;Acc:HGNC:29040]	0.0018592894	
TRIM73	tripartite motif containing 73 [Source:HGNC Symbol;Acc:HGNC:18162]	0.0018566919	
SLC28A2	solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002]	0.0018559076	
DBNDD2	dysbindin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15881]	0.0018515737	
FDPSP8	farnesyl diphosphate synthase pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39085]	0.0018515686	
DUSP22	dual specificity phosphatase 22 [Source:HGNC Symbol;Acc:HGNC:16077]	0.0018491177	
PTCD1	pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198]	0.001848595	
WNT7B	Wnt family member 7B [Source:HGNC Symbol;Acc:HGNC:12787]	0.0018406933	
S100A9	S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]	0.001839907	
SCAF1	SR-related CTD associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30403]	0.0018374143	
ELOVL3	ELOVL fatty acid elongase 3 [Source:HGNC Symbol;Acc:HGNC:18047]	0.0018365413	
RNF138P1	ring finger protein 138 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30342]	0.001833326	
MPZL1	myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226]	0.0018300578	
UBE2L3	ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]	0.0018285837	
LAMP3	lysosomal associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:14582]	0.0018222982	
ASCL2	achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]	0.0018199555	
LY6G5C	lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]	0.0018183336	
S100A11P2	S100A11 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37840]	0.0018154075	
SLC25A5P3	solute carrier family 25 member 5 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:507]	0.0018148498	
PA2G4P6	proliferation-associated 2G4 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:32219]	0.0018144933	
ADH5P2	ADH5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:22976]	0.0018110115	
MAGOH	mago homolog, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:6815]	0.0018092662	
TMEM240	transmembrane protein 240 [Source:HGNC Symbol;Acc:HGNC:25186]	0.0018091928	
NUTF2P7	nuclear transport factor 2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:50458]	0.0018082773	
DDX18P4	DEAD-box helicase 18 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:33967]	0.001807785	
BARX1	BARX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:955]	0.0018036526	
FSD1	fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745]	0.0018018634	
UCN	urocortin [Source:HGNC Symbol;Acc:HGNC:12516]	0.0018013481	
MAGEB17-AS1	novel transcript, antisense to MAGEB17	0.0017982383	
MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 [Source:HGNC Symbol;Acc:HGNC:7456]	0.0017978732	
RPL5P6	ribosomal protein L5 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35890]	0.0017974476	
PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 [Source:HGNC Symbol;Acc:HGNC:8992]	0.0017973714	
ACVR1C	activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123]	0.001796378	
FAM153A	family with sequence similarity 153 member A [Source:HGNC Symbol;Acc:HGNC:29940]	0.0017934548	
HOXB5	homeobox B5 [Source:HGNC Symbol;Acc:HGNC:5116]	0.0017932808	
KRT18P38	keratin 18 pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:33407]	0.0017895271	
HTR1D	5-hydroxytryptamine receptor 1D [Source:HGNC Symbol;Acc:HGNC:5289]	0.0017883541	
MYH9-DT	MYH9 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55867]	0.0017865424	
RABGEF1	RAB guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:17676]	0.0017839263	
DPY19L3	dpy-19 like C-mannosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:27120]	0.001782142	
ZNF554	zinc finger protein 554 [Source:HGNC Symbol;Acc:HGNC:26629]	0.0017814616	
H2BC15	H2B clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:4749]	0.0017814616	
RIPK3	receptor interacting serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021]	0.001769989	
ABCA12	ATP binding cassette subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:14637]	0.0017686574	
ARHGEF38	Rho guanine nucleotide exchange factor 38 [Source:HGNC Symbol;Acc:HGNC:25968]	0.0017670536	
RPS15AP12	ribosomal protein S15a pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36759]	0.0017662806	
FYN	FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]	0.0017639576	
KNDC1	kinase non-catalytic C-lobe domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29374]	0.0017639116	
NICN2P	nicolin 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:18322]	0.0017612412	
DRICH1	aspartate rich 1 [Source:HGNC Symbol;Acc:HGNC:28031]	0.0017583286	
DEFB131E	defensin beta 131E (pseudogene) [Source:HGNC Symbol;Acc:HGNC:39765]	0.0017568037	
DICER1-AS1	DICER1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43017]	0.0017559191	
MIR590	microRNA 590 [Source:HGNC Symbol;Acc:HGNC:32846]	0.001748173	
PRADX	PRC2 and DDX5 associated lncRNA [Source:HGNC Symbol;Acc:HGNC:40168]	0.0017407752	
NDFIP2	Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537]	0.0017385567	
RDH14	retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979]	0.0017368529	
COPS8-DT	COPS8 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55816]	0.0017368301	
RBPJP5	RBPJ pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:37485]	0.0017358721	
PCDHGB7	protocadherin gamma subfamily B, 7 [Source:HGNC Symbol;Acc:HGNC:8714]	0.0017324649	
PLAG1	PLAG1 zinc finger [Source:HGNC Symbol;Acc:HGNC:9045]	0.0017324112	
DCTD	dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710]	0.0017318728	
